candidate,model_sha256,session,phase,snapshot,total_pss_kb
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,baseline,3,81378
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,baseline,4,81476
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,baseline,5,81480
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,1,95061
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,2,94898
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,3,94886
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,4,94885
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,5,94885
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,6,94882
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,7,94882
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,8,94881
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,9,94881
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,10,94854
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,11,91181
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,12,91181
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,13,91181
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,14,91181
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,4,active,15,91181
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,baseline,1,87252
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,baseline,2,81547
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,baseline,3,81533
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,baseline,4,81527
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,baseline,5,81529
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,1,97534
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,2,97406
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,3,97390
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,4,97391
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,5,97404
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,6,97403
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,7,97402
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,8,97390
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,9,97392
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,10,97410
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,11,97386
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,12,97359
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,13,95486
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,14,95489
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,4,active,15,95489
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,baseline,1,217717
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,baseline,2,81369
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,baseline,3,81347
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,baseline,4,81347
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,baseline,5,81450
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,1,90539
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,2,90351
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,3,90344
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,4,90331
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,5,90333
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,6,90331
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,7,90333
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,8,90332
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,9,90331
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,10,90331
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,11,90259
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,12,89167
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,13,89167
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,14,89165
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,4,active,15,89163
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,baseline,1,51496
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,baseline,2,45742
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,baseline,3,45778
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,baseline,4,45780
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,baseline,5,45925
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,1,53393
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,2,53234
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,3,53272
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,4,53244
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,5,53244
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,6,53237
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,7,53249
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,8,53222
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,9,53220
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,10,53274
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,11,53236
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,12,52550
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,13,51319
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,14,51319
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,4,active,15,51318
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,baseline,1,72118
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,baseline,2,79229
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,baseline,3,79016
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,baseline,4,78895
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,baseline,5,78896
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,1,92621
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,2,92457
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,3,92449
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,4,92449
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,5,92453
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,6,92444
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,7,92440
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,8,92440
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,9,92441
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,10,92440
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,11,92444
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,12,92428
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,13,88748
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,14,88748
fp32,bbcdee096fe23d19026b530643c17e512ff9eacbb75404ec82683315768795bd,5,active,15,88748
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,baseline,1,218368
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,baseline,2,81990
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,baseline,3,81966
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,baseline,4,82083
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,baseline,5,82143
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,1,97958
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,2,97224
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,3,97224
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,4,97203
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,5,97204
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,6,97204
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,7,97204
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,8,97203
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,9,97164
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,10,97161
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,11,96629
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,12,96581
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,13,94709
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,14,94710
fp16,b3e37e8d3278cbcc60537a6ad1fec3a00d4b2de3506a379d8264febdd927e790,5,active,15,94709
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,baseline,1,75183
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,baseline,2,81941
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,baseline,3,81942
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,baseline,4,82055
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,baseline,5,82057
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,1,91074
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,2,90863
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,3,90855
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,4,90854
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,5,90854
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,6,90855
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,7,90854
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,8,90854
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,9,90854
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,10,90769
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,11,89677
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,12,89671
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,13,89673
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,14,89672
dynamic_range,fa373b8832a860302ce2b58bd712fc85ad4bf252bdfa9edf2fc1a276934a8676,5,active,15,89670
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,baseline,1,56780
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,baseline,2,63958
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,baseline,3,63944
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,baseline,4,63940
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,baseline,5,63944
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,1,82904
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,2,82944
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,3,82944
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,4,82936
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,5,82936
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,6,82935
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,7,82939
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,8,82963
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,9,82967
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,10,82983
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,11,82971
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,12,82969
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,13,82969
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,14,82969
full_int8,fe8db97ca3a464f35deeba83f5f77d92dcae55c78c71cccfc1a847716e6e37e7,5,active,15,91137
